year,class,round,session,gp_code,gp_name_ja,circuit,date,winner_id,status,note,source
1981,350cc,8,RAC,TCH,チェコスロバキアGP,CREDITAS Autodrom Brno,1981-08-30,anton-mang,確認済,,
1981,125cc,1,RAC,ARG,アルゼンチンGP,Oscar A. Galvez,1981-03-22,angel-nieto,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1981,125cc,2,RAC,AUT,オーストリアGP,Salzburgring,1981-04-26,angel-nieto,確認済,,
1981,125cc,3,RAC,WGER,西ドイツGP,Hockenheim,1981-05-03,angel-nieto,確認済,,
1981,125cc,4,RAC,NAT,ネイションズGP,Monza,1981-05-10,guy-bertin,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1981,125cc,5,RAC,FRA,フランスGP,Paul Ricard,1981-05-17,angel-nieto,確認済,,
1981,125cc,6,RAC,SPA,スペインGP,Jarama,1981-05-24,angel-nieto,確認済,,
1981,125cc,7,RAC,JUG,ユーゴスラビアGP,Rijeka,1981-05-31,loris-reggiani,確認済,,
1981,125cc,8,RAC,NED,オランダTT,TT Circuit Assen,1981-06-27,angel-nieto,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1981,125cc,9,RAC,RSM,サンマリノGP,Imola,1981-07-12,loris-reggiani,確認済,,
1981,125cc,10,RAC,GBR,イギリスGP,Silverstone Circuit,1981-08-02,angel-nieto,確認済,,
1981,125cc,11,RAC,FIN,フィンランドGP,Imatra,1981-08-09,angel-nieto,確認済,,
1981,125cc,12,RAC,SWE,スウェーデンGP,Anderstorp,1981-08-16,ricardo-tormo,確認済,,
1981,50cc,1,RAC,WGER,西ドイツGP,Hockenheim,1981-05-03,stefan-dorflinger,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1981,50cc,2,RAC,NAT,ネイションズGP,Monza,1981-05-10,ricardo-tormo,確認済,,
1981,50cc,3,RAC,SPA,スペインGP,Jarama,1981-05-24,ricardo-tormo,確認済,,
1981,50cc,4,RAC,JUG,ユーゴスラビアGP,Rijeka,1981-05-31,ricardo-tormo,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1981,50cc,5,RAC,NED,オランダTT,TT Circuit Assen,1981-06-27,ricardo-tormo,確認済,,
1981,50cc,6,RAC,BEL,ベルギーGP,Spa-Francorchamps,1981-07-05,ricardo-tormo,確認済,,
1981,50cc,7,RAC,RSM,サンマリノGP,Imola,1981-07-12,ricardo-tormo,確認済,,
1981,50cc,8,RAC,TCH,チェコスロバキアGP,CREDITAS Autodrom Brno,1981-08-30,theo-timmer,確認済,,
1982,500cc,1,RAC,ARG,アルゼンチンGP,Oscar A. Galvez,1982-03-28,kenny-roberts,確認済,,
1982,500cc,2,RAC,AUT,オーストリアGP,Salzburgring,1982-05-02,franco-uncini,確認済,,
1982,500cc,3,RAC,FRA,フランスGP,Nogaro,1982-05-02,michel-frutschi,確認済,,
1982,500cc,4,RAC,SPA,スペインGP,Jarama,1982-05-23,kenny-roberts,確認済,,
1982,500cc,5,RAC,NAT,ネイションズGP,Misano World Circuit Marco Simoncelli,1982-05-30,franco-uncini,確認済,,
1982,500cc,6,RAC,NED,オランダTT,TT Circuit Assen,1982-06-26,franco-uncini,確認済,,
1982,500cc,7,RAC,BEL,ベルギーGP,Spa-Francorchamps,1982-07-04,freddie-spencer,確認済,,
1982,500cc,8,RAC,JUG,ユーゴスラビアGP,Rijeka,1982-07-18,franco-uncini,確認済,,
1982,500cc,9,RAC,GBR,イギリスGP,Silverstone Circuit,1982-08-01,franco-uncini,確認済,,
1982,500cc,10,RAC,SWE,スウェーデンGP,Anderstorp,1982-08-08,takazumi-katayama,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1982,500cc,11,RAC,RSM,サンマリノGP,Autodromo Internazionale del Mugello,1982-09-05,freddie-spencer,確認済,,
1982,500cc,12,RAC,WGER,西ドイツGP,Hockenheim,1982-09-26,randy-mamola,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1982,250cc,1,RAC,FRA,フランスGP,Nogaro,1982-05-02,jean-louis-tournadre,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1982,250cc,2,RAC,SPA,スペインGP,Jarama,1982-05-23,carlos-lavado,確認済,,
1982,250cc,3,RAC,NAT,ネイションズGP,Misano World Circuit Marco Simoncelli,1982-05-30,anton-mang,確認済,,
1982,250cc,4,RAC,NED,オランダTT,TT Circuit Assen,1982-06-26,anton-mang,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1982,250cc,5,RAC,BEL,ベルギーGP,Spa-Francorchamps,1982-07-04,anton-mang,確認済,,
1982,250cc,6,RAC,JUG,ユーゴスラビアGP,Rijeka,1982-07-18,didier-de-radigues,確認済,,
1982,250cc,7,RAC,GBR,イギリスGP,Silverstone Circuit,1982-08-01,martin-wimmer,確認済,,
1982,250cc,8,RAC,SWE,スウェーデンGP,Anderstorp,1982-08-08,roland-freymond,確認済,,
1982,250cc,9,RAC,FIN,フィンランドGP,Imatra,1982-08-15,christian-sarron,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1982,250cc,10,RAC,TCH,チェコスロバキアGP,CREDITAS Autodrom Brno,1982-08-29,carlos-lavado,確認済,,
1982,250cc,11,RAC,RSM,サンマリノGP,Autodromo Internazionale del Mugello,1982-09-05,anton-mang,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1982,250cc,12,RAC,WGER,西ドイツGP,Hockenheim,1982-09-26,anton-mang,確認済,,
1982,350cc,1,RAC,ARG,アルゼンチンGP,Oscar A. Galvez,1982-03-28,carlos-lavado,確認済,,
1982,350cc,2,RAC,AUT,オーストリアGP,Salzburgring,1982-05-02,eric-saul,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1982,350cc,3,RAC,FRA,フランスGP,Nogaro,1982-05-02,jean-francois-balde,確認済,,
1982,350cc,4,RAC,NAT,ネイションズGP,Misano World Circuit Marco Simoncelli,1982-05-30,didier-de-radigues,確認済,,
1982,350cc,5,RAC,NED,オランダTT,TT Circuit Assen,1982-06-26,jean-francois-balde,確認済,,
1982,350cc,6,RAC,GBR,イギリスGP,Silverstone Circuit,1982-08-01,jean-francois-balde,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1982,350cc,7,RAC,FIN,フィンランドGP,Imatra,1982-08-15,anton-mang,確認済,,
1982,350cc,8,RAC,TCH,チェコスロバキアGP,CREDITAS Autodrom Brno,1982-08-29,didier-de-radigues,確認済,,
1982,350cc,9,RAC,WGER,西ドイツGP,Hockenheim,1982-09-26,manfred-herweh,確認済,,
1982,125cc,1,RAC,ARG,アルゼンチンGP,Oscar A. Galvez,1982-03-28,angel-nieto,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1982,125cc,2,RAC,AUT,オーストリアGP,Salzburgring,1982-05-02,angel-nieto,確認済,,
1982,125cc,3,RAC,FRA,フランスGP,Nogaro,1982-05-02,jean-claude-selini,確認済,,
1982,125cc,4,RAC,SPA,スペインGP,Jarama,1982-05-23,angel-nieto,確認済,,
1982,125cc,5,RAC,NAT,ネイションズGP,Misano World Circuit Marco Simoncelli,1982-05-30,angel-nieto,確認済,,
1982,125cc,6,RAC,NED,オランダTT,TT Circuit Assen,1982-06-26,angel-nieto,確認済,,
1982,125cc,7,RAC,BEL,ベルギーGP,Spa-Francorchamps,1982-07-04,ricardo-tormo,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1982,125cc,8,RAC,JUG,ユーゴスラビアGP,Rijeka,1982-07-18,eugenio-lazzarini,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1982,125cc,9,RAC,GBR,イギリスGP,Silverstone Circuit,1982-08-01,angel-nieto,確認済,,
1982,125cc,10,RAC,SWE,スウェーデンGP,Anderstorp,1982-08-08,ivan-palazzese,確認済,,
1982,125cc,11,RAC,FIN,フィンランドGP,Imatra,1982-08-15,ivan-palazzese,確認済,,
1982,125cc,12,RAC,TCH,チェコスロバキアGP,CREDITAS Autodrom Brno,1982-08-29,eugenio-lazzarini,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1982,125cc,13,RAC,RSM,サンマリノGP,Autodromo Internazionale del Mugello,1982-09-05,eugenio-lazzarini,確認済,公式リザルトに結果データがないため、上位3名のみ掲載（出典：英語版Wikipedia 各GP記事）,
1982,50cc,1,RAC,SPA,スペインGP,Jarama,1982-05-23,stefan-dorflinger,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1982,50cc,2,RAC,NAT,ネイションズGP,Misano World Circuit Marco Simoncelli,1982-05-30,stefan-dorflinger,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1982,50cc,3,RAC,NED,オランダTT,TT Circuit Assen,1982-06-26,stefan-dorflinger,確認済,,
1982,50cc,4,RAC,JUG,ユーゴスラビアGP,Rijeka,1982-07-18,eugenio-lazzarini,確認済,,
1982,50cc,5,RAC,RSM,サンマリノGP,Autodromo Internazionale del Mugello,1982-09-05,eugenio-lazzarini,確認済,,
1982,50cc,6,RAC,WGER,西ドイツGP,Hockenheim,1982-09-26,eugenio-lazzarini,確認済,,
1983,500cc,1,RAC,RSA,南アフリカGP,Kyalami,1983-03-19,freddie-spencer,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1983,500cc,2,RAC,FRA,フランスGP,Le Mans,1983-04-03,freddie-spencer,確認済,,
1983,500cc,3,RAC,NAT,ネイションズGP,Monza,1983-04-24,freddie-spencer,確認済,,
1983,500cc,4,RAC,WGER,西ドイツGP,Hockenheim,1983-05-08,kenny-roberts,確認済,,
1983,500cc,5,RAC,SPA,スペインGP,Jarama,1983-05-22,freddie-spencer,確認済,,
1983,500cc,6,RAC,AUT,オーストリアGP,Salzburgring,1983-05-29,kenny-roberts,確認済,,
1983,500cc,7,RAC,JUG,ユーゴスラビアGP,Rijeka,1983-06-12,freddie-spencer,確認済,,
1983,500cc,8,RAC,NED,オランダTT,TT Circuit Assen,1983-06-25,kenny-roberts,確認済,,
1983,500cc,9,RAC,BEL,ベルギーGP,Spa-Francorchamps,1983-07-03,kenny-roberts,確認済,,
1983,500cc,10,RAC,GBR,イギリスGP,Silverstone Circuit,1983-07-31,kenny-roberts,確認済,,
1983,500cc,11,RAC,SWE,スウェーデンGP,Anderstorp,1983-08-07,freddie-spencer,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1983,500cc,12,RAC,RSM,サンマリノGP,Imola,1983-09-04,kenny-roberts,確認済,,
1983,250cc,1,RAC,RSA,南アフリカGP,Kyalami,1983-03-19,jean-francois-balde,確認済,,
1983,250cc,2,RAC,FRA,フランスGP,Le Mans,1983-04-03,alan-carter,確認済,,
1983,250cc,3,RAC,NAT,ネイションズGP,Monza,1983-04-24,carlos-lavado,確認済,,
1983,250cc,4,RAC,WGER,西ドイツGP,Hockenheim,1983-05-08,carlos-lavado,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1983,250cc,5,RAC,SPA,スペインGP,Jarama,1983-05-22,herve-guilleux,確認済,,
1983,250cc,6,RAC,AUT,オーストリアGP,Salzburgring,1983-05-29,manfred-herweh,確認済,,
1983,250cc,7,RAC,JUG,ユーゴスラビアGP,Rijeka,1983-06-12,carlos-lavado,確認済,,
1983,250cc,8,RAC,NED,オランダTT,TT Circuit Assen,1983-06-25,carlos-lavado,確認済,,
1983,250cc,9,RAC,BEL,ベルギーGP,Spa-Francorchamps,1983-07-03,didier-de-radigues,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1983,250cc,10,RAC,GBR,イギリスGP,Silverstone Circuit,1983-07-31,jacques-bolle,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1983,250cc,11,RAC,SWE,スウェーデンGP,Anderstorp,1983-08-07,christian-sarron,確認済,,
1983,125cc,1,RAC,FRA,フランスGP,Le Mans,1983-04-03,ricardo-tormo,確認済,,
1983,125cc,2,RAC,NAT,ネイションズGP,Monza,1983-04-24,angel-nieto,確認済,,
1983,125cc,3,RAC,WGER,西ドイツGP,Hockenheim,1983-05-08,angel-nieto,確認済,,
1983,125cc,4,RAC,SPA,スペインGP,Jarama,1983-05-22,angel-nieto,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1983,125cc,5,RAC,AUT,オーストリアGP,Salzburgring,1983-05-29,angel-nieto,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1983,125cc,6,RAC,JUG,ユーゴスラビアGP,Rijeka,1983-06-12,bruno-kneubuhler,確認済,,
1983,125cc,7,RAC,NED,オランダTT,TT Circuit Assen,1983-06-25,angel-nieto,確認済,,
1983,125cc,8,RAC,BEL,ベルギーGP,Spa-Francorchamps,1983-07-03,eugenio-lazzarini,確認済,,
1983,125cc,9,RAC,GBR,イギリスGP,Silverstone Circuit,1983-07-31,angel-nieto,確認済,,
1983,125cc,10,RAC,SWE,スウェーデンGP,Anderstorp,1983-08-07,bruno-kneubuhler,確認済,,
1983,125cc,11,RAC,RSM,サンマリノGP,Imola,1983-09-04,maurizio-vitali,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1983,50cc,1,RAC,FRA,フランスGP,Le Mans,1983-04-03,stefan-dorflinger,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1983,50cc,2,RAC,NAT,ネイションズGP,Monza,1983-04-24,eugenio-lazzarini,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1983,50cc,3,RAC,WGER,西ドイツGP,Hockenheim,1983-05-08,stefan-dorflinger,確認済,,
1983,50cc,4,RAC,SPA,スペインGP,Jarama,1983-05-22,eugenio-lazzarini,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1983,50cc,5,RAC,JUG,ユーゴスラビアGP,Rijeka,1983-06-12,stefan-dorflinger,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1983,50cc,6,RAC,NED,オランダTT,TT Circuit Assen,1983-06-25,eugenio-lazzarini,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1983,50cc,7,RAC,RSM,サンマリノGP,Imola,1983-09-04,ricardo-tormo,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1984,500cc,1,RAC,RSA,南アフリカGP,Kyalami,1984-03-24,eddie-lawson,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1984,500cc,2,RAC,NAT,ネイションズGP,Misano World Circuit Marco Simoncelli,1984-04-14,freddie-spencer,確認済,,
1984,500cc,3,RAC,SPA,スペインGP,Jarama,1984-05-06,eddie-lawson,確認済,,
1984,500cc,4,RAC,AUT,オーストリアGP,Salzburgring,1984-05-20,eddie-lawson,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1984,500cc,5,RAC,WGER,西ドイツGP,Nurburgring,1984-05-27,freddie-spencer,確認済,,
1984,500cc,6,RAC,FRA,フランスGP,Paul Ricard,1984-06-11,freddie-spencer,確認済,,
1984,500cc,7,RAC,JUG,ユーゴスラビアGP,Rijeka,1984-06-17,freddie-spencer,確認済,,
1984,500cc,8,RAC,NED,オランダTT,TT Circuit Assen,1984-06-30,randy-mamola,確認済,,
1984,500cc,9,RAC,BEL,ベルギーGP,Spa-Francorchamps,1984-07-08,freddie-spencer,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1984,500cc,10,RAC,GBR,イギリスGP,Silverstone Circuit,1984-08-05,randy-mamola,確認済,,
1984,500cc,11,RAC,SWE,スウェーデンGP,Anderstorp,1984-08-12,eddie-lawson,確認済,,
1984,500cc,12,RAC,RSM,サンマリノGP,Autodromo Internazionale del Mugello,1984-09-02,randy-mamola,確認済,,
1984,250cc,1,RAC,RSA,南アフリカGP,Kyalami,1984-03-24,patrick-fernandez,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1984,250cc,2,RAC,NAT,ネイションズGP,Misano World Circuit Marco Simoncelli,1984-04-14,fausto-ricci,確認済,,
1984,250cc,3,RAC,SPA,スペインGP,Jarama,1984-05-06,sito-pons,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1984,250cc,4,RAC,AUT,オーストリアGP,Salzburgring,1984-05-20,christian-sarron,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1984,250cc,5,RAC,WGER,西ドイツGP,Nurburgring,1984-05-27,christian-sarron,確認済,,
1984,250cc,6,RAC,FRA,フランスGP,Paul Ricard,1984-06-11,anton-mang,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1984,250cc,7,RAC,JUG,ユーゴスラビアGP,Rijeka,1984-06-17,manfred-herweh,確認済,,
1984,250cc,8,RAC,NED,オランダTT,TT Circuit Assen,1984-06-30,carlos-lavado,確認済,,
1984,250cc,9,RAC,BEL,ベルギーGP,Spa-Francorchamps,1984-07-08,manfred-herweh,確認済,,
1984,250cc,10,RAC,GBR,イギリスGP,Silverstone Circuit,1984-08-05,christian-sarron,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1984,250cc,11,RAC,SWE,スウェーデンGP,Anderstorp,1984-08-12,manfred-herweh,確認済,,
1984,250cc,12,RAC,RSM,サンマリノGP,Autodromo Internazionale del Mugello,1984-09-02,manfred-herweh,確認済,,
1984,125cc,1,RAC,NAT,ネイションズGP,Misano World Circuit Marco Simoncelli,1984-04-14,angel-nieto,確認済,,
1984,125cc,2,RAC,SPA,スペインGP,Jarama,1984-05-06,angel-nieto,確認済,,
1984,125cc,3,RAC,WGER,西ドイツGP,Nurburgring,1984-05-27,angel-nieto,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1984,125cc,4,RAC,FRA,フランスGP,Paul Ricard,1984-06-11,angel-nieto,確認済,,
1984,125cc,5,RAC,NED,オランダTT,TT Circuit Assen,1984-06-30,angel-nieto,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1984,125cc,6,RAC,GBR,イギリスGP,Silverstone Circuit,1984-08-05,angel-nieto,確認済,,
1984,125cc,7,RAC,SWE,スウェーデンGP,Anderstorp,1984-08-12,fausto-gresini,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1984,125cc,8,RAC,RSM,サンマリノGP,Autodromo Internazionale del Mugello,1984-09-02,maurizio-vitali,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1984,80cc,1,RAC,NAT,ネイションズGP,Misano World Circuit Marco Simoncelli,1984-04-14,pier-paolo-bianchi,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1984,80cc,2,RAC,SPA,スペインGP,Jarama,1984-05-06,pier-paolo-bianchi,確認済,,
1984,80cc,3,RAC,AUT,オーストリアGP,Salzburgring,1984-05-20,stefan-dorflinger,確認済,,
1984,80cc,4,RAC,WGER,西ドイツGP,Nurburgring,1984-05-27,stefan-dorflinger,確認済,,
1984,80cc,5,RAC,JUG,ユーゴスラビアGP,Rijeka,1984-06-17,stefan-dorflinger,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1984,80cc,6,RAC,NED,オランダTT,TT Circuit Assen,1984-06-30,jorge-martinez,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1984,80cc,7,RAC,BEL,ベルギーGP,Spa-Francorchamps,1984-07-08,stefan-dorflinger,確認済,,
1984,80cc,8,RAC,RSM,サンマリノGP,Autodromo Internazionale del Mugello,1984-09-02,gerhard-waibel,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1985,500cc,1,RAC,RSA,南アフリカGP,Kyalami,1985-03-23,eddie-lawson,確認済,,
1985,500cc,2,RAC,SPA,スペインGP,Jarama,1985-05-05,freddie-spencer,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1985,500cc,3,RAC,WGER,西ドイツGP,Hockenheim,1985-05-19,christian-sarron,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1985,500cc,4,RAC,NAT,ネイションズGP,Autodromo Internazionale del Mugello,1985-05-25,freddie-spencer,確認済,,
1985,500cc,5,RAC,AUT,オーストリアGP,Salzburgring,1985-06-02,freddie-spencer,確認済,,
1985,500cc,6,RAC,JUG,ユーゴスラビアGP,Rijeka,1985-06-16,eddie-lawson,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1985,500cc,7,RAC,NED,オランダTT,TT Circuit Assen,1985-06-29,randy-mamola,確認済,,
1985,500cc,8,RAC,BEL,ベルギーGP,Spa-Francorchamps,1985-07-07,freddie-spencer,確認済,,
1985,500cc,9,RAC,FRA,フランスGP,Le Mans,1985-07-21,freddie-spencer,確認済,,
1985,500cc,10,RAC,GBR,イギリスGP,Silverstone Circuit,1985-08-04,freddie-spencer,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1985,500cc,11,RAC,SWE,スウェーデンGP,Anderstorp,1985-08-11,freddie-spencer,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1985,500cc,12,RAC,RSM,サンマリノGP,Misano World Circuit Marco Simoncelli,1985-09-01,eddie-lawson,確認済,,
1985,250cc,1,RAC,RSA,南アフリカGP,Kyalami,1985-03-23,freddie-spencer,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1985,250cc,2,RAC,SPA,スペインGP,Jarama,1985-05-05,carlos-lavado,確認済,,
1985,250cc,3,RAC,WGER,西ドイツGP,Hockenheim,1985-05-19,martin-wimmer,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1985,250cc,4,RAC,NAT,ネイションズGP,Autodromo Internazionale del Mugello,1985-05-25,freddie-spencer,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1985,250cc,5,RAC,AUT,オーストリアGP,Salzburgring,1985-06-02,freddie-spencer,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1985,250cc,6,RAC,JUG,ユーゴスラビアGP,Rijeka,1985-06-16,freddie-spencer,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1985,250cc,7,RAC,NED,オランダTT,TT Circuit Assen,1985-06-29,freddie-spencer,確認済,,
1985,250cc,8,RAC,BEL,ベルギーGP,Spa-Francorchamps,1985-07-07,freddie-spencer,確認済,,
1985,250cc,9,RAC,FRA,フランスGP,Le Mans,1985-07-21,freddie-spencer,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1985,250cc,10,RAC,GBR,イギリスGP,Silverstone Circuit,1985-08-04,anton-mang,確認済,,
1985,250cc,11,RAC,SWE,スウェーデンGP,Anderstorp,1985-08-11,anton-mang,確認済,,
1985,250cc,12,RAC,RSM,サンマリノGP,Misano World Circuit Marco Simoncelli,1985-09-01,carlos-lavado,確認済,,
1985,125cc,1,RAC,SPA,スペインGP,Jarama,1985-05-05,pier-paolo-bianchi,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1985,125cc,2,RAC,WGER,西ドイツGP,Hockenheim,1985-05-19,august-auinger,確認済,,
1985,125cc,3,RAC,NAT,ネイションズGP,Autodromo Internazionale del Mugello,1985-05-25,pier-paolo-bianchi,確認済,,
1985,125cc,4,RAC,AUT,オーストリアGP,Salzburgring,1985-06-02,fausto-gresini,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1985,125cc,5,RAC,NED,オランダTT,TT Circuit Assen,1985-06-29,pier-paolo-bianchi,確認済,,
1985,125cc,6,RAC,BEL,ベルギーGP,Spa-Francorchamps,1985-07-07,fausto-gresini,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1985,125cc,7,RAC,FRA,フランスGP,Le Mans,1985-07-21,ezio-gianola,確認済,,
1985,125cc,8,RAC,GBR,イギリスGP,Silverstone Circuit,1985-08-04,august-auinger,確認済,,
1985,125cc,9,RAC,SWE,スウェーデンGP,Anderstorp,1985-08-11,august-auinger,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1985,125cc,10,RAC,RSM,サンマリノGP,Misano World Circuit Marco Simoncelli,1985-09-01,fausto-gresini,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1985,80cc,1,RAC,SPA,スペインGP,Jarama,1985-05-05,jorge-martinez,確認済,,
1985,80cc,2,RAC,WGER,西ドイツGP,Hockenheim,1985-05-19,stefan-dorflinger,確認済,,
1985,80cc,3,RAC,NAT,ネイションズGP,Autodromo Internazionale del Mugello,1985-05-25,jorge-martinez,確認済,,
1985,80cc,4,RAC,JUG,ユーゴスラビアGP,Rijeka,1985-06-16,stefan-dorflinger,確認済,,
