year,class,rounds,runner_up_id,constructor_champion,summary,rule_changes,status
1977,250cc,12,franco-uncini,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1977,350cc,11,tom-herron,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1977,125cc,12,eugenio-lazzarini,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1977,50cc,7,eugenio-lazzarini,,,,確認済
1978,500cc,11,barry-sheene,,,,確認済
1978,250cc,12,greg-hansford,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1978,350cc,11,takazumi-katayama,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1978,125cc,12,angel-nieto,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1978,50cc,7,eugenio-lazzarini,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1979,500cc,12,virginio-ferrari,,,,確認済
1979,250cc,12,greg-hansford,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1979,350cc,11,oriol-fernandez,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1979,125cc,13,maurizio-massimiani,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1979,50cc,7,rolf-blatter,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1980,500cc,8,randy-mamola,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1980,250cc,10,kork-ballington,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1980,350cc,6,anton-mang,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1980,125cc,10,guy-bertin,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1980,50cc,6,stefan-dorflinger,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1981,500cc,11,randy-mamola,,,,確認済
1981,250cc,12,jean-francois-balde,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1981,350cc,8,jon-ekerold,,,,確認済
1981,125cc,12,loris-reggiani,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1981,50cc,8,theo-timmer,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1982,500cc,12,graeme-crosby,,,,確認済
1982,250cc,12,anton-mang,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1982,350cc,9,didier-de-radigues,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1982,125cc,13,eugenio-lazzarini,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1982,50cc,6,eugenio-lazzarini,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1983,500cc,12,kenny-roberts,,,,確認済
1983,250cc,11,christian-sarron,,,,確認済
1983,125cc,11,bruno-kneubuhler,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1983,50cc,7,eugenio-lazzarini,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1984,500cc,12,randy-mamola,,,,確認済
1984,250cc,12,manfred-herweh,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1984,125cc,8,eugenio-lazzarini,,,,確認済
1984,80cc,8,hubert-abold,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1985,500cc,12,eddie-lawson,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1985,250cc,12,anton-mang,,,,確認済
1985,125cc,10,pier-paolo-bianchi,,,,確認済
1985,80cc,7,jorge-martinez,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1986,500cc,11,wayne-gardner,,,,確認済
1986,250cc,11,sito-pons,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1986,125cc,11,fausto-gresini,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1986,80cc,9,manuel-herreros,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1987,500cc,15,randy-mamola,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1987,250cc,15,reinhold-roth,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1987,125cc,11,bruno-casanova,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1987,80cc,10,manuel-herreros,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1988,500cc,15,wayne-gardner,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1988,250cc,15,juan-garriga,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1988,125cc,11,ezio-gianola,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1988,80cc,7,alex-criville,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1989,500cc,15,wayne-rainey,,,,確認済
1989,250cc,15,reinhold-roth,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1989,125cc,12,hans-spaan,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1989,80cc,6,stefan-dorflinger,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1990,500cc,15,kevin-schwantz,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1990,250cc,15,carlos-cardus,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1990,125cc,14,hans-spaan,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1991,500cc,15,mick-doohan,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1991,250cc,15,helmut-bradl,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1991,125cc,13,fausto-gresini,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1992,500cc,13,mick-doohan,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1992,250cc,13,loris-reggiani,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1992,125cc,13,fausto-gresini,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1993,500cc,14,wayne-rainey,,,,確認済
1993,250cc,14,loris-capirossi,,,,確認済
1993,125cc,14,kazuto-sakata,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1994,500cc,14,luca-cadalora,,,,確認済
1994,250cc,14,tadayuki-okada,,,,確認済
1994,125cc,14,noboru-ueda,,,,確認済
1995,500cc,13,daryl-beattie,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1995,250cc,13,tetsuya-harada,,,,確認済
1995,125cc,13,kazuto-sakata,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1996,500cc,15,alex-criville,,,,確認済
1996,250cc,15,ralf-waldmann,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1996,125cc,15,masaki-tokudome,,,,確認済
1997,500cc,15,tadayuki-okada,,,,確認済
1997,250cc,15,ralf-waldmann,,,,確認済
1997,125cc,15,noboru-ueda,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1998,500cc,14,max-biaggi,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1998,250cc,14,valentino-rossi,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1998,125cc,14,tomomi-manako,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
1999,500cc,16,kenny-roberts-jr,,,,確認済
1999,250cc,16,tohru-ukawa,,,,確認済
1999,125cc,16,marco-melandri,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
2000,500cc,16,valentino-rossi,,,,確認済
2000,250cc,16,shinya-nakano,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
2000,125cc,16,youichi-ui,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
2001,500cc,16,max-biaggi,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
2001,250cc,16,tetsuya-harada,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
2001,125cc,16,youichi-ui,,,,確認済
2002,MotoGP,16,max-biaggi,ホンダ,MotoGP初年度。ロッシ（ホンダRC211V）が16戦11勝で王座,4スト990cc導入（2スト500ccとの混走）,確認済
2002,250cc,16,fonsi-nieto,,,,確認済
2002,125cc,16,manuel-poggiali,,,,確認済
2003,MotoGP,16,sete-gibernau,ホンダ,ロッシ連覇。参戦初年度のドゥカティがカタルーニャで初優勝。加藤大治郎が日本GPの事故で死去,,確認済
2003,250cc,16,roberto-rolfo,,,,確認済
2003,125cc,16,alex-de-angelis,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
2004,MotoGP,16,sete-gibernau,ホンダ,ロッシがヤマハへ移籍し開幕戦で勝利、そのまま王座 年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,燃料22Lへ,確認済
2004,250cc,16,sebastian-porto,,年間順位は公式の各レース結果のポイントから集計（公式の年間順位データが未収録のため）。,,確認済
2004,125cc,16,hector-barbera,,年間順位は公式の各レース結果のポイントから集計（公式の年間順位データが未収録のため）。 年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
2005,MotoGP,17,marco-melandri,ヤマハ,ロッシがヤマハで連覇、最高峰5連覇,,確認済
2005,250cc,16,casey-stoner,,,,確認済
2005,125cc,16,mika-kallio,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
2006,MotoGP,17,valentino-rossi,ホンダ,ヘイデンが最終戦バレンシアで逆転王座 年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,990cc最終年,確認済
2006,250cc,16,andrea-dovizioso,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
2006,125cc,16,mika-kallio,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
2007,MotoGP,18,dani-pedrosa,ドゥカティ,800cc初年度。ストーナー＋ドゥカティが圧勝,800cc・燃料21L,確認済
2007,250cc,17,andrea-dovizioso,,,,確認済
2007,125cc,17,hector-faubel,,,,確認済
2008,MotoGP,18,casey-stoner,ヤマハ,ロッシがブリヂストンに切り替え王座奪還。ラグナセカの名勝負,,確認済
2008,250cc,16,alvaro-bautista,,,,確認済
2008,125cc,17,simone-corsi,,,,確認済
2009,MotoGP,17,jorge-lorenzo,ヤマハ,ロッシがチームメイトのロレンソを下し最高峰7度目の王座,ブリヂストン単一供給開始,確認済
2009,250cc,16,hector-barbera,,,,確認済
2009,125cc,16,bradley-smith,,年間順位・ポイントは公式発表の値（公式データがない年は英語版Wikipediaの年間順位表）。結果が部分的なレースがあるため、または後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
2010,MotoGP,18,dani-pedrosa,ヤマハ,ロレンソが初の最高峰王座。ロッシは負傷で欠場,年間エンジン基数制限,確認済
2010,Moto2,17,julian-simon,,,,確認済
2010,125cc,17,nicolas-terol,,,,確認済
2011,MotoGP,17,jorge-lorenzo,ホンダ,ストーナーがホンダで2度目の王座。シモンチェリがマレーシアGPの事故で死去,800cc最終年,要確認
2011,Moto2,17,marc-marquez,,,,確認済
2011,125cc,17,johann-zarco,,,,確認済
2012,MotoGP,18,dani-pedrosa,ホンダ,ロレンソ2度目の王座。ストーナーが引退,1000cc化・CRT導入,確認済
2012,Moto2,17,pol-espargaro,,,,確認済
2012,Moto3,17,luis-salom,,,,確認済
2013,MotoGP,18,jorge-lorenzo,ホンダ,マルケスがルーキーイヤーで最年少王者,Q1・Q2予選導入,確認済
2013,Moto2,17,scott-redding,,年間順位・ポイントは公式発表の値。後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
2013,Moto3,17,alex-rins,,年間順位・ポイントは公式発表の値。後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
2014,MotoGP,18,valentino-rossi,ホンダ,マルケスが開幕10連勝で連覇,Factory／Open区分,確認済
2014,Moto2,18,mika-kallio,,,,確認済
2014,Moto3,18,jack-miller,,,,確認済
2015,MotoGP,18,valentino-rossi,ヤマハ,ロレンソ3度目の王座。マレーシアGPでのロッシとマルケスの接触が大論争に,スズキ復帰,確認済
2015,Moto2,18,alex-rins,,,,確認済
2015,Moto3,18,miguel-oliveira,,,,確認済
2016,MotoGP,18,valentino-rossi,ホンダ,9人が優勝する混戦の中、マルケスが王座,統一ECU・統一ソフト、ミシュラン供給,確認済
2016,Moto2,18,thomas-luthi,,,,確認済
2016,Moto3,18,enea-bastianini,,,,確認済
2017,MotoGP,18,andrea-dovizioso,ホンダ,マルケスとドヴィツィオーゾ（ドゥカティ）が最終戦まで争う,独立型ウイングレット禁止。KTM参戦,確認済
2017,Moto2,18,thomas-luthi,,,,確認済
2017,Moto3,18,romano-fenati,,,,確認済
2018,MotoGP,18,andrea-dovizioso,ホンダ,マルケスが5度目の最高峰王座,エアバッグ付きスーツ義務化,要確認
2018,Moto2,18,miguel-oliveira,,,,確認済
2018,Moto3,18,fabio-di-giannantonio,,,,確認済
2019,MotoGP,19,andrea-dovizioso,ホンダ,マルケスが最高峰6度目の王座,,確認済
2019,Moto2,19,brad-binder,,,,確認済
2019,Moto3,19,aron-canet,,,,確認済
2019,MotoE,4,bradley-smith,,,,確認済
2020,MotoGP,14,franco-morbidelli,ドゥカティ,コロナ禍で欧州中心の短縮シーズン。マルケス負傷欠場、ミル（スズキ）が王座,,確認済
2020,Moto2,15,luca-marini,,,,確認済
2020,Moto3,15,tony-arbolino,,,,確認済
2020,MotoE,5,matteo-ferrari,,,,確認済
2021,MotoGP,18,francesco-bagnaia,ドゥカティ,クアルタラロがフランス人初の最高峰王者。ロッシ引退,,確認済
2021,Moto2,18,raul-fernandez,,,,確認済
2021,Moto3,18,dennis-foggia,,,,確認済
2021,MotoE,6,dominique-aegerter,,,,確認済
2022,MotoGP,20,fabio-quartararo,ドゥカティ,バニャイアが最大91点差を逆転し、ドゥカティに2007年以来の王座。スズキ撤退,,確認済
2022,Moto2,20,ai-ogura,,,,確認済
2022,Moto3,20,sergio-garcia,,,,確認済
2022,MotoE,6,eric-granado,,,,確認済
2023,MotoGP,20,jorge-martin,ドゥカティ,バニャイアがマルティンとの争いを制し連覇,スプリント導入、走行中のフロント車高調整装置禁止,要確認
2023,Moto2,20,tony-arbolino,,,,確認済
2023,Moto3,20,ayumu-sasaki,,,,確認済
2023,MotoE,8,jordi-torres,,年間順位・ポイントは公式発表の値。後日の裁定などにより、一部選手は各レース結果のポイント合計と一致しない。,,確認済
2024,MotoGP,20,francesco-bagnaia,ドゥカティ,マルティンがサテライトのプラマックで王座。バニャイアと10点差,新コンセッション制度,確認済
2024,Moto2,20,aron-canet,,,,確認済
2024,Moto3,20,daniel-holgado,,,,確認済
2024,MotoE,8,mattia-casadei,,,,確認済
2025,MotoGP,22,alex-marquez,ドゥカティ,マルケスがドゥカティ・ファクトリーで6年ぶり7度目の最高峰王座。日本GPで決定,,確認済
2025,Moto2,22,manuel-gonzalez,,,,確認済
2025,Moto3,22,angel-piqueras,,,,確認済
2025,MotoE,7,mattia-casadei,,,,確認済
2026,MotoGP,,,,1000cc最終年（進行中）,フロントのホールショットデバイスを途中で即時禁止、グリッド間隔拡大,要確認
